Label,Pixels
n02086646-Blenheim_spaniel,[ 23  23  23 ... 123 122 126]
n02086646-Blenheim_spaniel,[60 61 62 ... 37 33 33]
n02086646-Blenheim_spaniel,[ 61  76  72 ... 201 200 115]
n02086646-Blenheim_spaniel,[164 169 168 ... 215 240 192]
n02109525-Saint_Bernard,[ 75  92  70 ... 123 130 103]
n02109525-Saint_Bernard,[117 110 110 ... 147 150 155]
n02109525-Saint_Bernard,[ 65  69  74 ... 122 104  87]
n02109525-Saint_Bernard,[156 166 167 ...  51  54  53]
n02109525-Saint_Bernard,[100 123 126 ... 199 202 201]
n02109525-Saint_Bernard,[201 201 201 ... 131 131 125]
n02109525-Saint_Bernard,[147 156 171 ... 111  78  13]
n02109525-Saint_Bernard,[198 200 202 ... 109 111 111]
n02109525-Saint_Bernard,[152 146 142 ...  55  55  55]
n02109525-Saint_Bernard,[84 84 86 ... 21 20 19]
n02109525-Saint_Bernard,[ 92 142 214 ... 144 151 153]
n02109525-Saint_Bernard,[117 145 144 ...  77  76  68]
n02109525-Saint_Bernard,[171 174  71 ... 187 188 190]
n02109525-Saint_Bernard,[255 255 255 ...   6   7   7]
n02109525-Saint_Bernard,[179 184 186 ...  53  11   3]
n02109525-Saint_Bernard,[ 68  68  69 ... 172 174 174]
n02109525-Saint_Bernard,[118 118 119 ...   5   4   3]
n02109525-Saint_Bernard,[206 225 214 ... 132 160 161]
n02109525-Saint_Bernard,[69 68 66 ... 78 78 77]
n02109525-Saint_Bernard,[188  90  70 ...  67  67  67]
n02109525-Saint_Bernard,[ 48  62 114 ...  53  62  51]
n02109525-Saint_Bernard,[ 74  45  52 ... 113 116  83]
n02109525-Saint_Bernard,[ 98  89  78 ... 123 151 147]
n02109525-Saint_Bernard,[185 188 179 ... 106 119 117]
n02109525-Saint_Bernard,[246 246 247 ...  87 124 147]
n02109525-Saint_Bernard,[153 205 210 ...  28  57  64]
n02109525-Saint_Bernard,[127 108  96 ... 119 120 147]
n02109525-Saint_Bernard,[132 133 134 ...  38  34  26]
n02109525-Saint_Bernard,[163 163 164 ...  46  24  22]
n02109525-Saint_Bernard,[ 91  92  93 ... 100 103 103]
n02109525-Saint_Bernard,[248 241 232 ...  10  26  25]
n02109525-Saint_Bernard,[154 157 159 ...  35  34  36]
n02109525-Saint_Bernard,[125 126 126 ...  65  66  66]
n02109525-Saint_Bernard,[ 34  36  38 ... 151 157 156]
n02109525-Saint_Bernard,[216 217 218 ...  80  81  87]
n02109525-Saint_Bernard,[253 109  88 ...  85 127 157]
n02109525-Saint_Bernard,[113 115 111 ... 243 255 252]
n02109525-Saint_Bernard,[  7   6   6 ... 155 179 204]
n02109525-Saint_Bernard,[ 89  89  90 ... 163 163 164]
n02109525-Saint_Bernard,[112 127 110 ... 149 126 109]
n02109525-Saint_Bernard,[208 204 172 ... 185 184 184]
n02109525-Saint_Bernard,[255 255 255 ...  75  75  78]
n02109525-Saint_Bernard,[ 92  92  92 ... 137 131 202]
n02109525-Saint_Bernard,[142 136 123 ...  50  53  56]
n02109525-Saint_Bernard,[ 27  27  28 ... 144 147 148]
n02109525-Saint_Bernard,[ 5  4  3 ... 38 38 37]
n02109525-Saint_Bernard,[146 147 149 ...  88  74  85]
n02109525-Saint_Bernard,[ 24 214 208 ...  46  46  46]
n02109525-Saint_Bernard,[ 2  1  1 ... 45 43 42]
n02109525-Saint_Bernard,[ 61   8  22 ... 169 197 164]
n02109525-Saint_Bernard,[249 247 246 ... 120 119 112]
n02109525-Saint_Bernard,[32 23 37 ... 56 48 35]
n02109525-Saint_Bernard,[ 43  49  51 ... 153 141 147]
n02109525-Saint_Bernard,[204 204 205 ... 237 237 237]
n02109525-Saint_Bernard,[155 157 152 ...  63  63  58]
n02109525-Saint_Bernard,[217 208 218 ... 208 203 217]
n02109525-Saint_Bernard,[76 76 82 ... 82 81 78]
n02109525-Saint_Bernard,[ 4  4  4 ... 19 20 21]
n02109525-Saint_Bernard,[ 84 119  69 ...  65  76  86]
n02109525-Saint_Bernard,[242 241 240 ...  76  81  74]
n02109525-Saint_Bernard,[ 33  41  39 ... 137 137 136]
n02109525-Saint_Bernard,[ 26  25  26 ... 141 141 141]
n02109525-Saint_Bernard,[159 158 156 ... 103  97  99]
n02109525-Saint_Bernard,[ 54  54  54 ... 165 162 160]
n02109525-Saint_Bernard,[110 111 112 ...  97  97  97]
n02109525-Saint_Bernard,[25 21 14 ... 26 24 37]
n02109525-Saint_Bernard,[66 58 54 ... 43 45 46]
n02109525-Saint_Bernard,[255 255 255 ... 230 231 232]
n02109525-Saint_Bernard,[ 13  13  13 ... 235 226 224]
n02109525-Saint_Bernard,[220 242 237 ... 121 111 105]
n02109525-Saint_Bernard,[61 56 54 ... 23 24 25]
n02109525-Saint_Bernard,[56 59 63 ... 12 12 13]
n02109525-Saint_Bernard,[ 27  44  36 ... 110  61 117]
n02109525-Saint_Bernard,[133 137 145 ... 130 127 145]
n02109525-Saint_Bernard,[195 195 195 ...  61  61  61]
n02109525-Saint_Bernard,[44 44 44 ... 30 30 29]
n02109525-Saint_Bernard,[253 253 254 ... 231 176 187]
n02109525-Saint_Bernard,[22 25 30 ... 20 17 15]
n02109525-Saint_Bernard,[ 31 108  92 ...  92 100  21]
n02109525-Saint_Bernard,[211 211 211 ...  95  98 100]
n02109525-Saint_Bernard,[ 23   6   6 ... 110  98  85]
n02109525-Saint_Bernard,[31 16 26 ... 40 43 50]
n02109525-Saint_Bernard,[244 244 244 ...  96  91  89]
n02109525-Saint_Bernard,[ 21  21  22 ... 128 128 133]
n02109525-Saint_Bernard,[194 191 186 ... 238 239 228]
n02109525-Saint_Bernard,[18 17 16 ... 14 14 15]
n02109525-Saint_Bernard,[151 151 151 ... 135 138 159]
n02109525-Saint_Bernard,[178 181 180 ... 146 146 146]
n02109525-Saint_Bernard,[102 102 102 ... 176 176 176]
n02109525-Saint_Bernard,[ 5  9  6 ... 15  3  8]
n02109525-Saint_Bernard,[189 188 189 ... 190 196 206]
n02109525-Saint_Bernard,[69 69 69 ... 41 38 36]
n02109525-Saint_Bernard,[166 158 153 ... 255 255 255]
n02109525-Saint_Bernard,[ 28  27  27 ... 158 152 147]
n02109525-Saint_Bernard,[122 120 118 ...  62  59  58]
n02109525-Saint_Bernard,[148 135 128 ... 128 130 132]
n02109525-Saint_Bernard,[ 49  44  42 ... 139 102 144]
n02109525-Saint_Bernard,[ 68  80  65 ... 156 156 156]
n02109525-Saint_Bernard,[191 201 198 ... 141 134 130]
n02109525-Saint_Bernard,[180 118 228 ... 193 178 210]
n02109525-Saint_Bernard,[ 64  63  62 ... 129 116  94]
n02109525-Saint_Bernard,[74 75 75 ... 86 81 78]
n02109525-Saint_Bernard,[ 79  89  99 ... 214 231 242]
n02109525-Saint_Bernard,[217 217 217 ...  47  56  63]
n02109525-Saint_Bernard,[78 81 89 ... 19 18 18]
n02109525-Saint_Bernard,[ 72  65  77 ... 152 148 164]
n02109525-Saint_Bernard,[ 26  25  26 ... 141 141 141]
n02109525-Saint_Bernard,[209 206 206 ...  56  57  63]
n02109525-Saint_Bernard,[254 254 254 ...  78  75  74]
n02109525-Saint_Bernard,[ 19  19  18 ... 102 102 102]
n02109525-Saint_Bernard,[184 148 166 ... 108  97 128]
n02109525-Saint_Bernard,[152 155 158 ... 124 127 117]
n02109525-Saint_Bernard,[99 93 89 ... 69 70 71]
n02109525-Saint_Bernard,[ 21   5  10 ... 138 148 149]
n02109525-Saint_Bernard,[78 74 69 ... 84 84 87]
n02109525-Saint_Bernard,[128 126 125 ... 167 167 167]
n02109525-Saint_Bernard,[ 61  60  60 ... 107 107 107]
n02109525-Saint_Bernard,[164 167 169 ...  99  94  95]
n02109525-Saint_Bernard,[235 235 235 ...  89  61  62]
n02109525-Saint_Bernard,[51 39 32 ... 30 27 50]
n02109525-Saint_Bernard,[165 165 164 ... 128 131 135]
n02109525-Saint_Bernard,[123 131 134 ...  80  80  80]
n02109525-Saint_Bernard,[248 234 242 ...  35  34  36]
n02109525-Saint_Bernard,[178 178 178 ... 106 112 127]
n02109525-Saint_Bernard,[102  98 103 ...  51  55  59]
n02109525-Saint_Bernard,[198 198 199 ... 114 119 112]
n02109525-Saint_Bernard,[170 169 168 ... 163 171 161]
n02109525-Saint_Bernard,[ 71  67  64 ... 156 156 132]
n02109525-Saint_Bernard,[112 111 110 ...  95  96  97]
n02109525-Saint_Bernard,[172 208 231 ...  55  58  54]
n02109525-Saint_Bernard,[ 80  83  83 ... 107 106 120]
n02109525-Saint_Bernard,[ 49  48  40 ...  58 133 150]
n02109525-Saint_Bernard,[255 255 255 ... 200 200 200]
n02109525-Saint_Bernard,[ 3  3  3 ... 53 56 56]
n02109525-Saint_Bernard,[ 88  89  90 ... 198 198 198]
n02109525-Saint_Bernard,[ 88  97  90 ... 163 155 108]
n02109525-Saint_Bernard,[45 45 46 ... 22 21 18]
n02109525-Saint_Bernard,[240 246 249 ... 124 141 147]
n02109525-Saint_Bernard,[16 17 18 ... 47 49 47]
n02109525-Saint_Bernard,[110 105 104 ...  92  90  92]
n02109525-Saint_Bernard,[ 64  47  43 ... 255 255 255]
n02109525-Saint_Bernard,[213 236 253 ...  77 108  72]
n02109525-Saint_Bernard,[2 2 5 ... 5 5 4]
n02109525-Saint_Bernard,[95 91 95 ... 89 91 94]
n02109525-Saint_Bernard,[242 203 200 ... 115 118 124]
n02109525-Saint_Bernard,[  3   2   2 ... 150 152 153]
n02109525-Saint_Bernard,[49 43 39 ... 67 64 42]
n02109525-Saint_Bernard,[126 140 139 ... 135 126 118]
n02109525-Saint_Bernard,[106 112 102 ... 126 133 137]
n02109525-Saint_Bernard,[149 146 142 ... 178 171 167]
n02109525-Saint_Bernard,[247 242 241 ...  69 121  61]
n02109525-Saint_Bernard,[53 54 54 ... 90 86 84]
n02109525-Saint_Bernard,[254 247  48 ... 242 254 254]
n02109525-Saint_Bernard,[32 61 60 ... 18 17 20]
n02109525-Saint_Bernard,[ 44  49  58 ... 134 125 124]
n02109525-Saint_Bernard,[19 18 18 ... 31 32 27]
n02109525-Saint_Bernard,[ 23   0   2 ... 171 158 183]
n02109525-Saint_Bernard,[255 255 255 ... 255 255 255]
n02109525-Saint_Bernard,[ 46  47  48 ... 247 242 236]
n02109525-Saint_Bernard,[155 154 153 ... 184 184 184]
n02109525-Saint_Bernard,[ 11  15  17 ... 214 217 218]
n02109525-Saint_Bernard,[ 76  73  68 ... 169 144 147]
n02109525-Saint_Bernard,[160 160 160 ...  80  81  83]
n02109525-Saint_Bernard,[176 169 174 ... 103 109 124]
n02109525-Saint_Bernard,[241 223 222 ...  99  91  94]
n02109525-Saint_Bernard,[50 50 50 ... 80 79 79]
n02109525-Saint_Bernard,[208 206 218 ... 198 203 217]
n02109525-Saint_Bernard,[205 208 210 ... 157 140  82]
n02109525-Saint_Bernard,[177 176 174 ...  97  97  97]
n02109525-Saint_Bernard,[255 255 255 ... 110 115 107]
n02095570-Lakeland_terrier,[196 177 158 ... 208 204 199]
n02095570-Lakeland_terrier,[83 76 76 ... 38 43 47]
n02095570-Lakeland_terrier,[ 0  0  0 ...  7 30 48]
n02095570-Lakeland_terrier,[150  80 137 ... 152  74 103]
n02095570-Lakeland_terrier,[ 92  94 104 ... 103 142 107]
n02095570-Lakeland_terrier,[ 6  6  6 ... 86 84 91]
n02095570-Lakeland_terrier,[  7   6   5 ... 105 106 107]
n02095570-Lakeland_terrier,[146 147 147 ...  78 122 131]
n02095570-Lakeland_terrier,[215 215 215 ...  88  87  56]
n02095570-Lakeland_terrier,[ 15  55 117 ... 154 154 154]
n02095570-Lakeland_terrier,[236 236 236 ... 107  94 116]
n02095570-Lakeland_terrier,[154 149 150 ...  65  65  65]
n02095570-Lakeland_terrier,[16 15  7 ... 26 26 26]
n02095570-Lakeland_terrier,[128 145 136 ... 102  97 101]
n02095570-Lakeland_terrier,[ 88 139 150 ...  66  93 107]
n02095570-Lakeland_terrier,[135 135 136 ...  82  76  86]
n02095570-Lakeland_terrier,[ 35  46  53 ... 120 110 186]
n02095570-Lakeland_terrier,[156 157 158 ...  27  26  25]
n02095570-Lakeland_terrier,[154 154 154 ...  48  61  32]
n02095570-Lakeland_terrier,[155 154 154 ...  34  36  38]
n02095570-Lakeland_terrier,[  4   4   4 ... 109  88  66]
n02095570-Lakeland_terrier,[ 37 102  20 ... 113 122  57]
n02095570-Lakeland_terrier,[ 3  3  3 ... 79 91 54]
n02095570-Lakeland_terrier,[69 72 76 ... 48 47 47]
n02095570-Lakeland_terrier,[113 125 130 ... 136 127  94]
n02095570-Lakeland_terrier,[143 127 119 ... 192 203 210]
n02095570-Lakeland_terrier,[87 81 94 ... 79 76 74]
n02095570-Lakeland_terrier,[ 63  64  49 ... 223 219 217]
n02095570-Lakeland_terrier,[84 84 84 ... 60 60 65]
n02095570-Lakeland_terrier,[140 140 143 ... 133 132 132]
n02095570-Lakeland_terrier,[37 40 41 ... 72 72 72]
n02095570-Lakeland_terrier,[ 73  74  74 ... 180 164 148]
n02095570-Lakeland_terrier,[122 145 123 ...  98 142 184]
n02095570-Lakeland_terrier,[148 148 148 ...  85  82  79]
n02095570-Lakeland_terrier,[209 222 226 ...  46  53  63]
n02095570-Lakeland_terrier,[205 205 205 ...  73  92 134]
n02095570-Lakeland_terrier,[153 156 161 ... 153 154 153]
n02095570-Lakeland_terrier,[189 189 189 ... 123 117  98]
n02095570-Lakeland_terrier,[17 23 28 ... 96 45 35]
n02095570-Lakeland_terrier,[117 117 117 ...  33  39  40]
n02095570-Lakeland_terrier,[122 122 123 ... 132 133 131]
n02095570-Lakeland_terrier,[248 249 250 ... 100 155 168]
n02095570-Lakeland_terrier,[ 3  3  3 ... 51 51 50]
n02095570-Lakeland_terrier,[31 30 28 ... 63 49 66]
n02095570-Lakeland_terrier,[112 112 113 ... 153 156 162]
n02095570-Lakeland_terrier,[ 3  3  3 ... 79 80 77]
n02095570-Lakeland_terrier,[94 95 96 ... 87 89 84]
n02095570-Lakeland_terrier,[87 81 79 ... 71 63 53]
n02095570-Lakeland_terrier,[ 0  0  0 ... 63 51 59]
n02095570-Lakeland_terrier,[129 117 131 ... 196 204 203]
n02095570-Lakeland_terrier,[247 247 249 ...  69  71  73]
n02095570-Lakeland_terrier,[100 102  84 ...  48  32  12]
n02095570-Lakeland_terrier,[ 65  48  69 ... 251 247 244]
n02095570-Lakeland_terrier,[ 10  12  11 ... 169 179 195]
n02095570-Lakeland_terrier,[253 253 253 ...  98  92  89]
n02095570-Lakeland_terrier,[ 20  20  20 ... 209 226 179]
n02095570-Lakeland_terrier,[238 243 248 ...  89  58  59]
n02095570-Lakeland_terrier,[ 91 100  92 ...   8   6   9]
n02095570-Lakeland_terrier,[133 124 123 ...  82  81  85]
n02095570-Lakeland_terrier,[ 5  3  2 ... 69 69 65]
n02095570-Lakeland_terrier,[61 62 63 ... 62 71 80]
n02095570-Lakeland_terrier,[160 160 162 ...  64  64  64]
n02095570-Lakeland_terrier,[ 73  85  59 ... 194 206 182]
n02095570-Lakeland_terrier,[173 172 172 ... 191 198 202]
n02095570-Lakeland_terrier,[253 247 246 ... 131 140 165]
n02095570-Lakeland_terrier,[180 180 179 ...   7   6   1]
n02095570-Lakeland_terrier,[155 125 127 ... 121 189 126]
n02095570-Lakeland_terrier,[156 156 157 ...  70  69  64]
n02095570-Lakeland_terrier,[14 14 14 ...  2  2  2]
n02095570-Lakeland_terrier,[ 95  97 100 ...  82  86  93]
n02095570-Lakeland_terrier,[57 57 57 ... 36 38 39]
n02095570-Lakeland_terrier,[0 0 0 ... 1 1 1]
n02095570-Lakeland_terrier,[ 26  26  27 ... 113  81 125]
n02095570-Lakeland_terrier,[218 218 218 ...  29  31  31]
n02095570-Lakeland_terrier,[62 63 63 ... 59 59 58]
n02095570-Lakeland_terrier,[ 86 110 126 ...  99  96 108]
n02095570-Lakeland_terrier,[115 115 115 ... 141 144 134]
n02095570-Lakeland_terrier,[ 16  13  18 ... 134 132 130]
n02095570-Lakeland_terrier,[143 142 140 ... 153 153 153]
n02095570-Lakeland_terrier,[ 2  2  3 ... 42 40 39]
n02095570-Lakeland_terrier,[72 72 72 ... 93 92 92]
n02095570-Lakeland_terrier,[179 149 239 ...  39  39  40]
n02095570-Lakeland_terrier,[ 94 101 102 ...  94  96 104]
n02095570-Lakeland_terrier,[106 106 106 ...  54  64  66]
n02095570-Lakeland_terrier,[215 217 223 ... 127 133 141]
n02095570-Lakeland_terrier,[22 21 19 ... 12 12 12]
n02095570-Lakeland_terrier,[76 57 56 ... 69 93 54]
n02095570-Lakeland_terrier,[73 83 90 ... 31 30 29]
n02095570-Lakeland_terrier,[153 125 115 ... 112 106 108]
n02095570-Lakeland_terrier,[132 132 132 ...  39  85 108]
n02095570-Lakeland_terrier,[74 53 52 ... 81 67 67]
n02095570-Lakeland_terrier,[131 135 138 ... 120 120 128]
n02095570-Lakeland_terrier,[ 9  8  7 ... 24 24 24]
n02095570-Lakeland_terrier,[156 157 118 ... 149 172 165]
n02095570-Lakeland_terrier,[55 62 30 ... 40 42 43]
n02095570-Lakeland_terrier,[106 146 184 ...  72  60  74]
n02095570-Lakeland_terrier,[11 11  7 ... 44 43 41]
n02095570-Lakeland_terrier,[219 220 221 ...  26  26  26]
n02095570-Lakeland_terrier,[39 37 33 ... 35 34 33]
n02095570-Lakeland_terrier,[ 6  9 17 ... 35 39 47]
n02095570-Lakeland_terrier,[ 74  48  85 ...  92 100  62]
n02095570-Lakeland_terrier,[ 47  45  46 ... 182 181 181]
n02095570-Lakeland_terrier,[ 17  17  16 ... 142 141 138]
n02095570-Lakeland_terrier,[34 34 37 ... 84 95 95]
n02095570-Lakeland_terrier,[  1   1   1 ... 175 180 182]
n02095570-Lakeland_terrier,[ 69  72  75 ... 215 227 202]
n02095570-Lakeland_terrier,[ 5  5  5 ... 18 18 18]
n02095570-Lakeland_terrier,[100 103 102 ... 175 125 124]
n02095570-Lakeland_terrier,[131 133 133 ... 239 188 173]
n02095570-Lakeland_terrier,[ 19  42  66 ... 112 126 123]
n02095570-Lakeland_terrier,[ 4  5  5 ... 79 75 67]
n02095570-Lakeland_terrier,[199 199 200 ... 255 255 255]
n02095570-Lakeland_terrier,[  2   2   2 ... 223 217 219]
n02095570-Lakeland_terrier,[  6   6   6 ... 135 116 101]
n02095570-Lakeland_terrier,[ 78  62  50 ... 191 168 205]
n02095570-Lakeland_terrier,[ 60  71  64 ... 105 105 105]
n02095570-Lakeland_terrier,[ 15  14   9 ... 144 148 176]
n02095570-Lakeland_terrier,[40 35 41 ... 24 23 22]
n02095570-Lakeland_terrier,[94 96 98 ...  1  1  1]
n02095570-Lakeland_terrier,[211 213 214 ...  65  67  68]
n02095570-Lakeland_terrier,[  9   6   6 ... 230 228 227]
n02095570-Lakeland_terrier,[207 208 209 ... 200 199 197]
n02095570-Lakeland_terrier,[176 176 177 ...  47  46  45]
n02095570-Lakeland_terrier,[177 191 228 ... 112  86  71]
n02095570-Lakeland_terrier,[47 46 44 ... 11 11 10]
n02095570-Lakeland_terrier,[37 37 37 ... 24 24 24]
n02095570-Lakeland_terrier,[13 13 13 ... 30 33 36]
n02095570-Lakeland_terrier,[ 6  2 11 ...  1  1  1]
n02095570-Lakeland_terrier,[169 171 173 ... 168 168 168]
n02095570-Lakeland_terrier,[88 99 94 ... 29 27 25]
n02095570-Lakeland_terrier,[ 49  56  35 ... 183 132 187]
n02095570-Lakeland_terrier,[ 54  53  53 ... 114 155 153]
n02095570-Lakeland_terrier,[ 1  1  1 ... 27 42 62]
n02095570-Lakeland_terrier,[144 125 153 ... 141 144 132]
n02095570-Lakeland_terrier,[121 121 120 ... 114 106 104]
n02095570-Lakeland_terrier,[46 46 53 ... 71 70 95]
n02095570-Lakeland_terrier,[125 126 127 ...  36  40  37]
n02095570-Lakeland_terrier,[187 201 191 ... 242 197 142]
n02095570-Lakeland_terrier,[15 25 29 ... 66 72 62]
n02095570-Lakeland_terrier,[61 61 61 ... 63 61 58]
n02095570-Lakeland_terrier,[ 15  20  16 ... 161 184 119]
n02095570-Lakeland_terrier,[ 3  3  3 ... 33 33 32]
n02095570-Lakeland_terrier,[ 52  49  45 ... 164 160 163]
n02095570-Lakeland_terrier,[ 52  72  62 ... 245 245 245]
n02095570-Lakeland_terrier,[ 36  37  38 ... 154 150 108]
n02095570-Lakeland_terrier,[143 149 155 ... 136 140 143]
n02095570-Lakeland_terrier,[24 24 25 ... 60 62 63]
n02095570-Lakeland_terrier,[112 131 117 ... 128 129 130]
n02095570-Lakeland_terrier,[105 104 104 ... 249 249 249]
n02095570-Lakeland_terrier,[242 242 242 ...  84 135 123]
n02095570-Lakeland_terrier,[68 65 64 ... 20 18 17]
n02095570-Lakeland_terrier,[ 65  66  67 ... 164 165 166]
n02095570-Lakeland_terrier,[212 140  97 ... 134 141 153]
n02095570-Lakeland_terrier,[ 41  40  39 ... 141 140 139]
n02095570-Lakeland_terrier,[92 91 91 ... 94 96 97]
n02095570-Lakeland_terrier,[151 151 151 ... 128 127 126]
n02095570-Lakeland_terrier,[30 29 27 ... 48 52 43]
n02095570-Lakeland_terrier,[192 192 192 ...  56  61  65]
n02095570-Lakeland_terrier,[119 120 121 ... 109 106 105]
n02095570-Lakeland_terrier,[ 4  4  4 ... 37 37 37]
n02095570-Lakeland_terrier,[ 98 131 121 ...  64  36  65]
n02095570-Lakeland_terrier,[ 18  18  17 ... 101 101 101]
n02095570-Lakeland_terrier,[ 2  2  2 ... 58 56 54]
n02095570-Lakeland_terrier,[89 92 96 ... 46 52 55]
n02095570-Lakeland_terrier,[244 190 108 ...  35  36  36]
n02095570-Lakeland_terrier,[18 18 16 ...  1  1  1]
n02095570-Lakeland_terrier,[ 92 116 181 ...   1   1   1]
n02095570-Lakeland_terrier,[  4   4   4 ... 223 189 126]
n02095570-Lakeland_terrier,[152 153 153 ...  89  75  84]
n02095570-Lakeland_terrier,[255 255 255 ... 141 134 128]
n02095570-Lakeland_terrier,[ 97  74  93 ... 132 133 132]
n02095570-Lakeland_terrier,[108 128 193 ... 154 163 132]
n02095570-Lakeland_terrier,[ 90 140 129 ... 174 115 134]
n02095570-Lakeland_terrier,[14 46 52 ...  2  2  2]
n02095570-Lakeland_terrier,[58 64 70 ... 12 13 14]
n02095570-Lakeland_terrier,[ 31  31  30 ... 129 129 129]
n02095570-Lakeland_terrier,[ 47  46  44 ... 106 109 104]
n02095570-Lakeland_terrier,[ 12  12  13 ... 113 128 142]
n02095570-Lakeland_terrier,[164 162 148 ...  78 121 122]
n02095570-Lakeland_terrier,[27 26 27 ... 43 66 42]
n02095570-Lakeland_terrier,[187 216 176 ...   1   1   1]
n02095570-Lakeland_terrier,[99 99 98 ... 52 54 50]
n02095570-Lakeland_terrier,[172 166 169 ... 155 147 177]
n02095570-Lakeland_terrier,[ 24  25  58 ... 149 162 174]
n02095570-Lakeland_terrier,[50 51 50 ...  8  6  5]
n02095570-Lakeland_terrier,[236 216 214 ... 204 217 183]
n02095570-Lakeland_terrier,[156 155 154 ... 107  98 107]
n02095570-Lakeland_terrier,[17 16 16 ... 33 43 39]
n02095570-Lakeland_terrier,[12 15  8 ... 81 80 82]
n02095570-Lakeland_terrier,[ 25  30  22 ... 135 135 133]
n02095570-Lakeland_terrier,[218 214 218 ... 206 215 223]
n02095570-Lakeland_terrier,[25 31 35 ...  1  1  1]
n02095570-Lakeland_terrier,[ 93 176 118 ... 129 134 141]
n02095570-Lakeland_terrier,[  3   3   3 ... 111 109 106]
n02095570-Lakeland_terrier,[143 140 140 ...  98  88  82]
n02095570-Lakeland_terrier,[ 69  90  72 ... 198 211 182]
n02095570-Lakeland_terrier,[126 114 121 ... 190 180 166]
n02099267-flat-coated_retriever,[238 241 243 ... 234 232 230]
n02099267-flat-coated_retriever,[33 32 33 ... 27 31 28]
n02099267-flat-coated_retriever,[211 211 210 ...  52  38  26]
n02099267-flat-coated_retriever,[204 208 211 ... 122 123 122]
n02099267-flat-coated_retriever,[ 65  73  74 ... 123 137 159]
n02099267-flat-coated_retriever,[118 117 114 ... 221 219 217]
n02099267-flat-coated_retriever,[166 168 170 ...  58  43  31]
n02099267-flat-coated_retriever,[162 135 143 ... 125 145 144]
n02099267-flat-coated_retriever,[197 197 192 ... 219 221 222]
n02099267-flat-coated_retriever,[26 29 34 ... 54 53 55]
n02099267-flat-coated_retriever,[ 95  95  95 ... 202 195 218]
n02099267-flat-coated_retriever,[ 47  52  52 ... 197 196 195]
n02099267-flat-coated_retriever,[245 245 245 ... 245 245 245]
n02099267-flat-coated_retriever,[203 207 213 ... 137 155 111]
n02099267-flat-coated_retriever,[183 182 179 ... 150 151 166]
n02099267-flat-coated_retriever,[35 17  8 ...  8 16 14]
n02099267-flat-coated_retriever,[ 53 108 116 ... 210 156  94]
n02099267-flat-coated_retriever,[ 17  14  11 ... 208 201 202]
n02099267-flat-coated_retriever,[21 14 24 ... 29 12 16]
n02099267-flat-coated_retriever,[219 106 158 ...  25  32 224]
n02099267-flat-coated_retriever,[138 141 143 ... 163 163 160]
n02099267-flat-coated_retriever,[ 78 110  17 ... 178 216 119]
n02099267-flat-coated_retriever,[ 88  24  49 ... 250 248 249]
n02099267-flat-coated_retriever,[243 242 240 ...  50  48  47]
n02099267-flat-coated_retriever,[151 150 150 ... 106 135 158]
n02099267-flat-coated_retriever,[252 243 244 ... 110 105 101]
n02099267-flat-coated_retriever,[ 93  98 101 ... 148 194 216]
n02099267-flat-coated_retriever,[255 255 255 ... 145 139 140]
n02099267-flat-coated_retriever,[ 58  74  71 ... 197 193 206]
n02099267-flat-coated_retriever,[65 68 76 ... 57 70 64]
n02099267-flat-coated_retriever,[223 223 223 ... 178 174 117]
n02099267-flat-coated_retriever,[141 136 136 ... 218 216 235]
n02099267-flat-coated_retriever,[113 106 119 ...  65  60  53]
n02099267-flat-coated_retriever,[ 63  75  81 ... 253 253 253]
n02099267-flat-coated_retriever,[109  96  86 ... 120 116 118]
n02099267-flat-coated_retriever,[167 167 164 ... 201 187 191]
n02099267-flat-coated_retriever,[138 132 118 ... 105 110 108]
n02099267-flat-coated_retriever,[161 156 154 ... 203 203 203]
n02099267-flat-coated_retriever,[ 73  69  62 ... 231 239 247]
n02099267-flat-coated_retriever,[243 254 253 ...   5  13  16]
n02099267-flat-coated_retriever,[ 54  51  99 ... 191 189 187]
n02099267-flat-coated_retriever,[196 223 186 ... 223 178 162]
n02099267-flat-coated_retriever,[200 160  14 ... 121 116 104]
n02099267-flat-coated_retriever,[0 0 0 ... 3 2 1]
n02099267-flat-coated_retriever,[11  0  8 ...  4  2  5]
n02099267-flat-coated_retriever,[ 91  91  90 ... 142 155 161]
n02099267-flat-coated_retriever,[100 100 101 ...  55  60  71]
n02099267-flat-coated_retriever,[ 81 145 104 ... 201 173 160]
n02099267-flat-coated_retriever,[240 242 244 ...  46  52  56]
n02099267-flat-coated_retriever,[218 222 224 ... 151 131 113]
n02099267-flat-coated_retriever,[241 239 241 ... 219 216 215]
n02099267-flat-coated_retriever,[101  82  66 ... 254 251 248]
n02099267-flat-coated_retriever,[ 43  57  61 ... 171 109 117]
n02099267-flat-coated_retriever,[229 228 228 ... 189 154 144]
n02099267-flat-coated_retriever,[150 131 137 ... 173 153  96]
n02099267-flat-coated_retriever,[186 181 180 ... 177 175 170]
n02099267-flat-coated_retriever,[178 178 178 ... 218 218 218]
n02099267-flat-coated_retriever,[60 65 73 ... 52 53 53]
n02099267-flat-coated_retriever,[127 118 126 ... 231 233 233]
n02099267-flat-coated_retriever,[145 149 154 ... 203 201 201]
n02099267-flat-coated_retriever,[131 132 134 ...  23  25  39]
n02099267-flat-coated_retriever,[  5   5   5 ... 223 222 221]
n02099267-flat-coated_retriever,[171 166 155 ... 151 149 210]
